LAMMPS (29 Aug 2024)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.13298298 -0.13298298 -0.13298298) to (14.432983 14.432983 14.432983)
  2 by 2 by 2 MPI processor grid
  reading atoms ...
  192 atoms
  reading velocities ...
  192 velocities
  read_data CPU = 0.004 seconds
WARNING: Changed valency_val to valency_boc for X (src/REAXFF/reaxff_ffield.cpp:294)

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- Type Label Framework: https://doi.org/10.1021/acs.jpcb.3c08419
- pair reaxff command: doi:10.1016/j.parco.2011.08.005
- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 10 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 3 3 3
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reaxff, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 0.25
Per MPI rank memory allocation (min/avg/max) = 42.6 | 42.86 | 43.16 Mbytes
   Step          Time           Temp          PotEng         KinEng         TotEng         Press          Volume        Density    
     72800   18200          2437.6818     -27626.917      1387.8569     -26239.06      -11174.127      2902.1136      2.2002683    
     72900   18225          2450.5327     -27602.843      1395.1733     -26207.67      -8419.3224      2902.4587      2.2000066    
     73000   18250          2516.5968     -27601.913      1432.786      -26169.127     -3829.5306      2902.8101      2.1997403    
     73100   18275          2504.7279     -27562.534      1426.0285     -26136.506      47154.658      2903.2026      2.1994429    
     73200   18300          2384.2381     -27467.092      1357.4295     -26109.663     -14690.053      2903.6258      2.1991224    
     73300   18325          2521.8393     -27526.575      1435.7707     -26090.805     -6323.0082      2904.0393      2.1988092    
     73400   18350          2401.8678     -27442.791      1367.4667     -26075.324     -10331.831      2904.4686      2.1984842    
     73500   18375          2390.1596     -27426.147      1360.8008     -26065.346      51959.384      2904.8965      2.1981604    
     73600   18400          2606.0029     -27548.113      1483.6879     -26064.425      21464.145      2905.3441      2.1978217    
     73700   18425          2514.7796     -27508.114      1431.7513     -26076.363     -5125.1224      2905.8126      2.1974674    
     73800   18450          2239.6301     -27376.391      1275.0992     -26101.292      29253.655      2906.2756      2.1971173    
     73900   18475          2457.7457     -27541.077      1399.28       -26141.797      31852.674      2906.7373      2.1967683    
     74000   18500          2221.9428     -27467.595      1265.0292     -26202.566     -17402.673      2907.2014      2.1964176    
     74100   18525          2331.6635     -27590.357      1327.497      -26262.86      -28801.652      2907.6332      2.1960914    
     74200   18550          2111.3881     -27511.653      1202.0866     -26309.566     -10653.041      2908.0212      2.1957984    
     74300   18575          2312.2011     -27651.174      1316.4164     -26334.757     -13647.13       2908.3832      2.1955251    
     74400   18600          2163.7392     -27578.047      1231.8918     -26346.155      4208.3831      2908.7222      2.1952692    
     74500   18625          2295.3784     -27653.478      1306.8386     -26346.639      5200.2294      2909.0515      2.1950207    
     74600   18650          2125.2098     -27547.042      1209.9557     -26337.086     -21149.287      2909.3849      2.1947692    
     74700   18675          2352.1345     -27660.429      1339.1519     -26321.277     -8056.7461      2909.6988      2.1945324    
     74800   18700          2460.7061     -27698.564      1400.9654     -26297.599     -4592.2582      2909.9894      2.1943133    
     74900   18725          2241.1669     -27552.933      1275.9741     -26276.959      15571.177      2910.2436      2.1941216    
     75000   18750          2231.0688     -27525.962      1270.2249     -26255.737      17494.909      2910.4837      2.1939406    
     75100   18775          2196.1591     -27480.612      1250.3496     -26230.262     -24583.058      2910.7012      2.1937766    
     75200   18800          2497.1568     -27627.625      1421.7181     -26205.907      615.87214      2910.8778      2.1936435    
     75300   18825          2515.7368     -27618.99       1432.2963     -26186.694      7916.5731      2911.0633      2.1935038    
     75400   18850          2193.8073     -27422.137      1249.0107     -26173.126      2361.3615      2911.2481      2.1933645    
     75500   18875          2503.854      -27590.444      1425.531      -26164.913     -5600.3341      2911.4394      2.1932204    
     75600   18900          2384.6076     -27516.898      1357.6399     -26159.259     -22059.681      2911.6433      2.1930668    
     75700   18925          2527.0916     -27594.854      1438.761      -26156.093     -12690.592      2911.8424      2.1929169    
     75800   18950          2398.5493     -27519.76       1365.5774     -26154.182     -30898.123      2912.0652      2.1927491    
     75900   18975          2495.2055     -27576.169      1420.6071     -26155.562      975.34713      2912.2833      2.1925849    
     76000   19000          2580.7457     -27626.089      1469.3081     -26156.781     -1374.7007      2912.5351      2.1923953    
     76100   19025          2401.8269     -27527.298      1367.4434     -26159.855     -12896.687      2912.8047      2.1921924    
     76200   19050          2273.4024     -27455.356      1294.3269     -26161.029      3109.6331      2913.0741      2.1919897    
     76300   19075          2362.0061     -27503.494      1344.7721     -26158.722      1778.2826      2913.3438      2.1917868    
     76400   19100          2510.5394     -27581.371      1429.3372     -26152.033      4878.798       2913.6052      2.1915901    
     76500   19125          2575.0741     -27607.441      1466.0791     -26141.362     -31155.303      2913.8757      2.1913867    
     76600   19150          2421.3193     -27507.814      1378.5411     -26129.273      521.9257       2914.1704      2.1911651    
     76700   19175          2376.5821     -27456.424      1353.0707     -26103.353     -8423.1312      2914.4552      2.190951     
     76800   19200          2551.6071     -27518.179      1452.7185     -26065.46      -44292.141      2914.717       2.1907542    
     76900   19225          2639.6431     -27524.39       1502.8405     -26021.549     -5838.1985      2914.9623      2.1905698    
     77000   19250          2495.7776     -27407.983      1420.9328     -25987.05       51097.189      2915.181       2.1904055    
     77100   19275          2563.8959     -27420.757      1459.715      -25961.042     -14076.399      2915.4225      2.190224     
     77200   19300          2424.2439     -27327.855      1380.2062     -25947.649      9673.577       2915.6908      2.1900225    
     77300   19325          2624.9028     -27437.563      1494.4483     -25943.114     -4433.1069      2915.9621      2.1898187    
     77400   19350          2779.2317     -27535.467      1582.3131     -25953.154     -13408.693      2916.2423      2.1896083    
     77500   19375          2300.1899     -27287.749      1309.578      -25978.171      7269.8835      2916.5203      2.1893996    
     77600   19400          2445.2227     -27406.809      1392.1502     -26014.659      32192.711      2916.8102      2.189182     
     77700   19425          2415.4712     -27427.895      1375.2116     -26052.683     -25408.681      2917.1304      2.1889417    
     77800   19450          2505.1909     -27526.103      1426.2922     -26099.811     -10241.784      2917.4328      2.1887148    
     77900   19475          2471.7009     -27558.318      1407.2251     -26151.093     -34414.918      2917.7148      2.1885032    
     78000   19500          2255.0549     -27479.499      1283.8811     -26195.618     -11543.968      2917.9685      2.188313     
     78100   19525          2212.1913     -27482.708      1259.4773     -26223.23       2045.2868      2918.1996      2.1881397    
     78200   19550          2318.9893     -27554.44       1320.2811     -26234.159     -10541.012      2918.4089      2.1879827    
     78300   19575          2251.5979     -27522.042      1281.9128     -26240.129      7533.2691      2918.5933      2.1878445    
     78400   19600          2426.0582     -27624.234      1381.2391     -26242.995     -31880.644      2918.7738      2.1877092    
     78500   19625          2306.1834     -27554.032      1312.9903     -26241.041     -12520.348      2918.947       2.1875794    
     78600   19650          2349.131      -27570.513      1337.4418     -26233.071      12426.553      2919.1122      2.1874556    
     78700   19675          2345.8134     -27553.67       1335.553      -26218.117     -21323.097      2919.2702      2.1873372    
     78800   19700          2468.1807     -27607.664      1405.221      -26202.443      5486.9088      2919.3897      2.1872477    
     78900   19725          2286.1025     -27483.833      1301.5575     -26182.276      14309.902      2919.5015      2.187164     
     79000   19750          2307.4469     -27469.873      1313.7096     -26156.163      14595.247      2919.6016      2.187089     
     79100   19775          2469.226      -27528.672      1405.8161     -26122.856     -30361.625      2919.6897      2.187023     
     79200   19800          2520.22       -27520.917      1434.8487     -26086.069     -2563.0224      2919.7494      2.1869782    
     79300   19825          2321.1154     -27370.739      1321.4916     -26049.248     -34233.96       2919.8035      2.1869377    
     79400   19850          2546.0412     -27449.952      1449.5497     -26000.403     -15131.461      2919.8227      2.1869233    
     79500   19875          2419.9436     -27311.104      1377.7579     -25933.347     -22169.382      2919.8229      2.1869232    
     79600   19900          2649.1074     -27370.289      1508.2288     -25862.06      -2056.5674      2919.795       2.1869441    
     79700   19925          2709.1421     -27345.606      1542.4086     -25803.197      6685.1627      2919.7527      2.1869758    
     79800   19950          2773.6462     -27361.011      1579.1331     -25781.878     -4366.9774      2919.7203      2.1870001    
     79900   19975          2453.5905     -27181.525      1396.9142     -25784.611     -6183.0047      2919.6931      2.1870204    
     80000   20000          2863.483      -27436.625      1630.2803     -25806.345      30233.498      2919.6513      2.1870517    
Loop time of 1935.15 on 8 procs for 80000 steps with 192 atoms

Performance: 0.893 ns/day, 26.877 hours/ns, 41.340 timesteps/s, 7.937 katom-step/s
99.6% CPU use with 8 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 1695.7     | 1725.4     | 1759.1     |  47.1 | 89.16
Neigh   | 8.4331     | 8.464      | 8.5085     |   0.8 |  0.44
Comm    | 30.074     | 63.808     | 93.381     | 244.8 |  3.30
Output  | 0.050363   | 0.054452   | 0.062398   |   1.8 |  0.00
Modify  | 136.22     | 136.32     | 136.39     |   0.5 |  7.04
Other   |            | 1.145      |            |       |  0.06

Nlocal:             24 ave          26 max          21 min
Histogram: 2 0 0 0 1 0 1 0 1 3
Nghost:           1990 ave        1997 max        1982 min
Histogram: 1 0 1 0 3 0 0 0 2 1
Neighs:          10943 ave       11834 max        9594 min
Histogram: 2 0 0 0 1 0 1 0 1 3

Total # of neighbors = 87544
Ave neighs/atom = 455.95833
Neighbor list builds = 607
Dangerous builds = 0
System init for write_data ...
System init for write_restart ...
Total wall time: 0:32:15
