q_Ainv,two_theta_deg,I_norm
1.775000000000000133e+00,2.513736375422048042e+01,6.840661362715806382e-01
1.780000000000000027e+00,2.520933637671697269e+01,6.855005985227429210e-01
1.784999999999999920e+00,2.528131910891343992e+01,6.868755253591052323e-01
1.790000000000000036e+00,2.535331198348729842e+01,6.881894802456052229e-01
1.794999999999999929e+00,2.542531503315499464e+01,6.894411810196324764e-01
1.800000000000000044e+00,2.549732829067219342e+01,6.906294989301701159e-01
1.804999999999999938e+00,2.556935178883389170e+01,6.917534574220902677e-01
1.810000000000000053e+00,2.564138556047461748e+01,6.928122306721739010e-01
1.814999999999999947e+00,2.571342963846855056e+01,6.938051418837349882e-01
1.820000000000000062e+00,2.578548405572970026e+01,6.947316613470252422e-01
1.824999999999999956e+00,2.585754884521206165e+01,6.955914042728711388e-01
1.830000000000000071e+00,2.592962403990974352e+01,6.963841284072637139e-01
1.834999999999999964e+00,2.600170967285718859e+01,6.971097314348599916e-01
1.840000000000000080e+00,2.607380577712925884e+01,6.977682481795889347e-01
1.844999999999999973e+00,2.614591238584144151e+01,6.983598476107631958e-01
1.850000000000000089e+00,2.621802953215001253e+01,6.988848296632975687e-01
1.854999999999999982e+00,2.629015724925214670e+01,6.993436218808050109e-01
1.860000000000000098e+00,2.636229557038614857e+01,6.997367758905087554e-01
1.864999999999999991e+00,2.643444452883154483e+01,7.000649637190493602e-01
1.870000000000000107e+00,2.650660415790929747e+01,7.003289739583897777e-01
1.875000000000000000e+00,2.657877449098193523e+01,7.005297077911343262e-01
1.880000000000000115e+00,2.665095556145372768e+01,7.006681748846641522e-01
1.885000000000000009e+00,2.672314740277084866e+01,7.007454891635731542e-01
1.890000000000000124e+00,2.679535004842153967e+01,7.007628644699361864e-01
1.895000000000000018e+00,2.686756353193625557e+01,7.007216101209965409e-01
1.900000000000000133e+00,2.693978788688786707e+01,7.006231263738667003e-01
1.905000000000000027e+00,2.701202314689178152e+01,7.004688998068618888e-01
1.909999999999999920e+00,2.708426934560613830e+01,7.002604986270638543e-01
1.915000000000000036e+00,2.715652651673197227e+01,6.999995679136963300e-01
1.919999999999999929e+00,2.722879469401334873e+01,6.996878248068517658e-01
1.925000000000000044e+00,2.730107391123759086e+01,6.993270536510516333e-01
1.929999999999999938e+00,2.737336420223536848e+01,6.989191011030556622e-01
1.935000000000000053e+00,2.744566560088094676e+01,6.984658712132474356e-01
1.939999999999999947e+00,2.751797814109228923e+01,6.979693204898272940e-01
1.945000000000000062e+00,2.759030185683125325e+01,6.974314529549262565e-01
1.949999999999999956e+00,2.766263678210377108e+01,6.968543152016311026e-01
1.955000000000000071e+00,2.773498295096000987e+01,6.962399914607679818e-01
1.959999999999999964e+00,2.780734039749451014e+01,6.955905986861389279e-01
1.965000000000000080e+00,2.787970915584642384e+01,6.949082816667412343e-01
1.969999999999999973e+00,2.795208926019961027e+01,6.941952081743198999e-01
1.975000000000000089e+00,2.802448074478288476e+01,6.934535641544161688e-01
1.979999999999999982e+00,2.809688364387011106e+01,6.926855489688714673e-01
1.985000000000000098e+00,2.816929799178043936e+01,6.918933706975411990e-01
1.989999999999999991e+00,2.824172382287844840e+01,6.910792415067438244e-01
1.995000000000000107e+00,2.831416117157433021e+01,6.902453730917473829e-01
2.000000000000000000e+00,2.838661007232403577e+01,6.893939722003520343e-01
2.004999999999999893e+00,2.845907055962951304e+01,6.885272362443787264e-01
2.009999999999999787e+00,2.853154266803881001e+01,6.876473490056221882e-01
2.015000000000000124e+00,2.860402643214631979e+01,6.867564764425554413e-01
2.020000000000000018e+00,2.867652188659288015e+01,6.858567626038116760e-01
2.025000000000000355e+00,2.874902906606602571e+01,6.849503256541825680e-01
2.030000000000000249e+00,2.882154800530010519e+01,6.840392540185978865e-01
2.035000000000000142e+00,2.889407873907651592e+01,6.831256026492580347e-01
2.040000000000000036e+00,2.896662130222383169e+01,6.822113894207990636e-01
2.044999999999999929e+00,2.903917572961803728e+01,6.812985916580738266e-01
2.049999999999999822e+00,2.911174205618262789e+01,6.803891428008325137e-01
2.054999999999999716e+00,2.918432031688887918e+01,6.794849292092797199e-01
2.060000000000000053e+00,2.925691054675596803e+01,6.785877871141808848e-01
2.064999999999999947e+00,2.932951278085116797e+01,6.776994997148827471e-01
2.070000000000000284e+00,2.940212705429006235e+01,6.768217944283011489e-01
2.075000000000000178e+00,2.947475340223666862e+01,6.759563402916196617e-01
2.080000000000000071e+00,2.954739185990367645e+01,6.751047455211321990e-01
2.084999999999999964e+00,2.962004246255261108e+01,6.742685552293508078e-01
2.089999999999999858e+00,2.969270524549400747e+01,6.734492493021887460e-01
2.094999999999999751e+00,2.976538024408761629e+01,6.726482404377229773e-01
2.100000000000000089e+00,2.983806749374257805e+01,6.718668723477280169e-01
2.104999999999999982e+00,2.991076702991759007e+01,6.711064181228743042e-01
2.110000000000000320e+00,2.998347888812114093e+01,6.703680787621716375e-01
2.115000000000000213e+00,3.005620310391165972e+01,6.696529818669528789e-01
2.120000000000000107e+00,3.012893971289771855e+01,6.689621804993807208e-01
2.125000000000000000e+00,3.020168875073822079e+01,6.682966522051840830e-01
2.129999999999999893e+00,3.027445025314257521e+01,6.676572982000298362e-01
2.134999999999999787e+00,3.034722425587091976e+01,6.670449427186641023e-01
2.140000000000000124e+00,3.042001079473428149e+01,6.664603325256712729e-01
